"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20230715","우이신설선","4.19민주묘지","2341","2133","20230718"
"20230715","경원선","가능","5015","4756","20230718"
"20230715","3호선","가락시장","6230","5775","20230718"
"20230715","8호선","가락시장","5445","5562","20230718"
"20230715","7호선","가산디지털단지","13892","12723","20230718"
"20230715","경부선","가산디지털단지","6336","7896","20230718"
"20230715","9호선","가양","15207","14557","20230718"
"20230715","우이신설선","가오리","3155","2931","20230718"
"20230715","경의선","가좌","3961","3788","20230718"
"20230715","분당선","가천대","5256","5427","20230718"
"20230715","경춘선","가평","2143","3179","20230718"
"20230715","경인선","간석","4447","4149","20230718"
"20230715","경춘선","갈매","2002","1769","20230718"
"20230715","2호선","강남","58864","58253","20230718"
"20230715","분당선","강남구청","5145","6133","20230718"
"20230715","7호선","강남구청","9396","10097","20230718"
"20230715","5호선","강동","12836","12493","20230718"
"20230715","8호선","강동구청","6368","6180","20230718"
"20230715","경의선","강매","1969","1894","20230718"
"20230715","2호선","강변(동서울터미널)","26375","26395","20230718"
"20230715","5호선","강일","3780","3272","20230718"
"20230715","경춘선","강촌","535","552","20230718"
"20230715","5호선","개롱","4290","4482","20230718"
"20230715","경인선","개봉","16377","15797","20230718"
"20230715","분당선","개포동","3359","3263","20230718"
"20230715","9호선","개화","1369","1157","20230718"
"20230715","5호선","개화산","3852","3752","20230718"
"20230715","5호선","거여","6478","6107","20230718"
"20230715","7호선","건대입구","11619","12313","20230718"
"20230715","2호선","건대입구","33164","36420","20230718"
"20230715","공항철도 1호선","검암","4498","4515","20230718"
"20230715","경강선","경기광주","5586","5223","20230718"
"20230715","과천선","경마공원","13252","13378","20230718"
"20230715","3호선","경복궁(정부서울청사)","20705","19318","20230718"
"20230715","3호선","경찰병원","3881","3966","20230718"
"20230715","공항철도 1호선","계양","8441","7822","20230718"
"20230715","5호선","고덕","7102","6861","20230718"
"20230715","6호선","고려대(종암)","5401","5021","20230718"
"20230715","수인선","고색","2871","2819","20230718"
"20230715","7호선","고속터미널","15639","12213","20230718"
"20230715","3호선","고속터미널","53874","52318","20230718"
"20230715","9호선","고속터미널","15253","22397","20230718"
"20230715","안산선","고잔","6159","6015","20230718"
"20230715","경의선","곡산","395","416","20230718"
"20230715","경강선","곤지암","1894","1825","20230718"
"20230715","5호선","공덕","7910","8276","20230718"
"20230715","공항철도 1호선","공덕","1922","3024","20230718"
"20230715","6호선","공덕","11312","10613","20230718"
"20230715","경의선","공덕","3076","2185","20230718"
"20230715","7호선","공릉(서울과학기술대)","8680","8376","20230718"
"20230715","9호선","공항시장","2300","2348","20230718"
"20230715","공항철도 1호선","공항화물청사","1255","1322","20230718"
"20230715","과천선","과천","4706","4299","20230718"
"20230715","경부선","관악","5499","5462","20230718"
"20230715","신림선","관악산(서울대)","2126","2101","20230718"
"20230715","5호선","광나루(장신대)","10443","9869","20230718"
"20230715","경부선","광명","3405","2983","20230718"
"20230715","7호선","광명사거리","15885","15979","20230718"
"20230715","경원선","광운대","5386","5157","20230718"
"20230715","5호선","광화문(세종문화회관)","18745","18684","20230718"
"20230715","6호선","광흥창(서강)","5601","5052","20230718"
"20230715","3호선","교대(법원.검찰청)","9342","4882","20230718"
"20230715","2호선","교대(법원.검찰청)","15946","19601","20230718"
"20230715","경부선","구로","12899","13753","20230718"
"20230715","2호선","구로디지털단지","35290","34478","20230718"
"20230715","분당선","구룡","1528","1396","20230718"
"20230715","중앙선","구리","10044","10253","20230718"
"20230715","9호선","구반포","678","624","20230718"
"20230715","6호선","구산","5734","4261","20230718"
"20230715","분당선","구성","3170","3404","20230718"
"20230715","2호선","구의(광진구청)","17108","16161","20230718"
"20230715","경인선","구일","4419","4165","20230718"
"20230715","3호선","구파발","15570","15978","20230718"
"20230715","중앙선","국수","598","601","20230718"
"20230715","9호선","국회의사당","5414","5490","20230718"
"20230715","5호선","군자(능동)","8860","9905","20230718"
"20230715","7호선","군자(능동)","11523","8464","20230718"
"20230715","경부선","군포","4042","3733","20230718"
"20230715","경춘선","굴봉산","169","128","20230718"
"20230715","5호선","굽은다리(강동구민회관앞)","7918","7432","20230718"
"20230715","경춘선","금곡","1100","964","20230718"
"20230715","경의선","금릉","4276","3985","20230718"
"20230715","경부선","금정","19913","19811","20230718"
"20230715","경부선","금천구청","7881","7876","20230718"
"20230715","경의선","금촌","5665","5396","20230718"
"20230715","3호선","금호","5973","5312","20230718"
"20230715","분당선","기흥","6810","6263","20230718"
"20230715","5호선","길동","6427","6505","20230718"
"20230715","4호선","길음","14958","14379","20230718"
"20230715","경춘선","김유정","312","381","20230718"
"20230715","서해선","김포공항","2572","3373","20230718"
"20230715","5호선","김포공항","8613","7527","20230718"
"20230715","9호선","김포공항","6859","10825","20230718"
"20230715","공항철도 1호선","김포공항","9520","4877","20230718"
"20230715","5호선","까치산","20917","19432","20230718"
"20230715","2호선","낙성대(강감찬)","21105","18940","20230718"
"20230715","7호선","남구로","8164","8540","20230718"
"20230715","수인선","남동인더스파크","1080","1082","20230718"
"20230715","3호선","남부터미널(예술의전당)","19823","19234","20230718"
"20230715","7호선","남성","7992","7343","20230718"
"20230715","경부선","남영","6404","6534","20230718"
"20230715","8호선","남위례","4377","4567","20230718"
"20230715","경춘선","남춘천","2679","2796","20230718"
"20230715","4호선","남태령","1138","727","20230718"
"20230715","8호선","남한산성입구(성남법원.검찰청)","8914","7656","20230718"
"20230715","7호선","내방","8086","8052","20230718"
"20230715","9호선","노들","3591","2951","20230718"
"20230715","9호선","노량진","21193","20745","20230718"
"20230715","경부선","노량진","7937","7294","20230718"
"20230715","4호선","노원","15601","18254","20230718"
"20230715","7호선","노원","17129","17501","20230718"
"20230715","3호선","녹번","10754","9421","20230718"
"20230715","6호선","녹사평(용산구청)","4892","5309","20230718"
"20230715","경원선","녹양","3385","3226","20230718"
"20230715","경원선","녹천","3129","2609","20230718"
"20230715","7호선","논현","10218","10749","20230718"
"20230715","경의선","능곡","3653","3650","20230718"
"20230715","8호선","단대오거리","8322","7937","20230718"
"20230715","수인선","달월","53","59","20230718"
"20230715","5호선","답십리","10809","9441","20230718"
"20230715","4호선","당고개","7268","6862","20230718"
"20230715","신림선","당곡","3487","3105","20230718"
"20230715","9호선","당산","14233","13426","20230718"
"20230715","2호선","당산","12486","13944","20230718"
"20230715","경부선","당정","3644","3526","20230718"
"20230715","일산선","대곡","2214","1919","20230718"
"20230715","과천선","대공원","2856","3083","20230718"
"20230715","2호선","대림(구로구청)","19022","19753","20230718"
"20230715","7호선","대림(구로구청)","8000","8522","20230718"
"20230715","분당선","대모산입구","3901","3567","20230718"
"20230715","경부선","대방","6555","7092","20230718"
"20230715","신림선","대방","2163","1343","20230718"
"20230715","경춘선","대성리","1076","1403","20230718"
"20230715","안산선","대야미","3878","3309","20230718"
"20230715","3호선","대청","6562","5907","20230718"
"20230715","3호선","대치","10981","8883","20230718"
"20230715","일산선","대화","9442","8640","20230718"
"20230715","6호선","대흥(서강대앞)","6203","6168","20230718"
"20230715","경원선","덕계","3479","3084","20230718"
"20230715","중앙선","덕소","4295","4178","20230718"
"20230715","경원선","덕정","4367","3876","20230718"
"20230715","분당선","도곡","5105","4489","20230718"
"20230715","3호선","도곡","3340","3782","20230718"
"20230715","중앙선","도농","7308","7044","20230718"
"20230715","2호선","도림천","836","802","20230718"
"20230715","경원선","도봉","4289","4007","20230718"
"20230715","7호선","도봉산","5729","6937","20230718"
"20230715","경원선","도봉산","6289","4334","20230718"
"20230715","중앙선","도심","1536","1382","20230718"
"20230715","경인선","도원","2049","2056","20230718"
"20230715","경인선","도화","3328","3030","20230718"
"20230715","3호선","독립문","6121","5751","20230718"
"20230715","6호선","독바위","1950","1952","20230718"
"20230715","경부선","독산","8763","8483","20230718"
"20230715","6호선","돌곶이","6415","5630","20230718"
"20230715","4호선","동대문","15101","15762","20230718"
"20230715","1호선","동대문","10381","10218","20230718"
"20230715","5호선","동대문역사문화공원(DDP)","1373","1718","20230718"
"20230715","4호선","동대문역사문화공원(DDP)","16466","14090","20230718"
"20230715","2호선","동대문역사문화공원(DDP)","13191","15450","20230718"
"20230715","3호선","동대입구","9146","9620","20230718"
"20230715","경원선","동두천","1556","1808","20230718"
"20230715","경원선","동두천중앙","2554","2648","20230718"
"20230715","1호선","동묘앞","8778","9101","20230718"
"20230715","6호선","동묘앞","7094","6991","20230718"
"20230715","경인선","동암","13012","13188","20230718"
"20230715","경인선","동인천","11849","11474","20230718"
"20230715","4호선","동작(현충원)","1021","1036","20230718"
"20230715","9호선","동작(현충원)","1396","1139","20230718"
"20230715","경부선","두정","5812","5643","20230718"
"20230715","5호선","둔촌동","6559","6415","20230718"
"20230715","9호선2~3단계","둔촌오륜","590","651","20230718"
"20230715","9호선","등촌","7416","7087","20230718"
"20230715","경의선","디지털미디어시티","2241","1791","20230718"
"20230715","공항철도 1호선","디지털미디어시티","6687","6093","20230718"
"20230715","6호선","디지털미디어시티","7932","8244","20230718"
"20230715","2호선","뚝섬","14619","14881","20230718"
"20230715","7호선","뚝섬유원지","6049","5723","20230718"
"20230715","5호선","마곡","6219","6555","20230718"
"20230715","공항철도 1호선","마곡나루(서울식물원)","3848","4110","20230718"
"20230715","9호선","마곡나루(서울식물원)","8269","8124","20230718"
"20230715","일산선","마두","5225","5222","20230718"
"20230715","7호선","마들","9208","8243","20230718"
"20230715","경춘선","마석","3038","2913","20230718"
"20230715","5호선","마장","3971","3612","20230718"
"20230715","5호선","마천","4724","4659","20230718"
"20230715","5호선","마포","8113","8255","20230718"
"20230715","6호선","마포구청","9536","8379","20230718"
"20230715","중앙선","망우","6673","6550","20230718"
"20230715","6호선","망원","12938","14496","20230718"
"20230715","경원선","망월사","5703","5775","20230718"
"20230715","분당선","망포","9826","8932","20230718"
"20230715","분당선","매교","3154","2990","20230718"
"20230715","3호선","매봉","6363","6238","20230718"
"20230715","분당선","매탄권선","3683","3447","20230718"
"20230715","7호선","먹골","7802","7594","20230718"
"20230715","7호선","면목","10932","10078","20230718"
"20230715","4호선","명동","26939","30851","20230718"
"20230715","5호선","명일","6332","6323","20230718"
"20230715","경부선","명학","4671","4257","20230718"
"20230715","8호선","모란","3835","3343","20230718"
"20230715","분당선","모란","15437","15919","20230718"
"20230715","5호선","목동","11454","11349","20230718"
"20230715","8호선","몽촌토성(평화의문)","4552","4614","20230718"
"20230715","3호선","무악재","3214","3036","20230718"
"20230715","2호선","문래","12292","13159","20230718"
"20230715","경의선","문산","4688","4570","20230718"
"20230715","8호선","문정","9147","9117","20230718"
"20230715","분당선","미금","10434","10794","20230718"
"20230715","5호선","미사","12986","13237","20230718"
"20230715","4호선","미아(서울사이버대학)","11609","10700","20230718"
"20230715","4호선","미아사거리","21476","20853","20230718"
"20230715","안산선","반월","3401","3166","20230718"
"20230715","7호선","반포","4846","4606","20230718"
"20230715","5호선","발산","14788","16252","20230718"
"20230715","2호선","방배","9794","9951","20230718"
"20230715","5호선","방이","5419","5370","20230718"
"20230715","경원선","방학","7550","7298","20230718"
"20230715","5호선","방화","4808","4574","20230718"
"20230715","장항선","배방","991","978","20230718"
"20230715","경의선","백마","4612","4361","20230718"
"20230715","일산선","백석","7503","7759","20230718"
"20230715","경춘선","백양리","87","102","20230718"
"20230715","경인선","백운","5529","5370","20230718"
"20230715","6호선","버티고개","1589","1619","20230718"
"20230715","과천선","범계","21187","20927","20230718"
"20230715","경춘선","별내","2256","2151","20230718"
"20230715","경부선","병점","12241","12439","20230718"
"20230715","신림선","보라매","2684","2427","20230718"
"20230715","7호선","보라매","5340","5159","20230718"
"20230715","신림선","보라매공원","1378","1432","20230718"
"20230715","신림선","보라매병원","3141","3137","20230718"
"20230715","6호선","보문","5488","4808","20230718"
"20230715","우이신설선","보문","1231","1160","20230718"
"20230715","경원선","보산","2186","2208","20230718"
"20230715","분당선","보정","1736","1588","20230718"
"20230715","8호선","복정","5788","4792","20230718"
"20230715","분당선","복정","3","0","20230718"
"20230715","장항선","봉명","792","757","20230718"
"20230715","9호선2~3단계","봉은사","17698","19128","20230718"
"20230715","2호선","봉천","17707","15924","20230718"
"20230715","6호선","봉화산(서울의료원)","5368","5204","20230718"
"20230715","경인선","부개","6631","6070","20230718"
"20230715","경강선","부발","1790","1668","20230718"
"20230715","경인선","부천","28279","29236","20230718"
"20230715","서해선","부천종합운동장","1550","1011","20230718"
"20230715","경인선","부평","28296","31171","20230718"
"20230715","우이신설선","북한산보국문","4866","4185","20230718"
"20230715","우이신설선","북한산우이","2729","2945","20230718"
"20230715","6호선","불광","4102","3504","20230718"
"20230715","3호선","불광","13030","14575","20230718"
"20230715","7호선","사가정","11998","11714","20230718"
"20230715","2호선","사당","32156","35932","20230718"
"20230715","4호선","사당","21888","19955","20230718"
"20230715","경춘선","사릉","1589","1499","20230718"
"20230715","수인선","사리","3770","3127","20230718"
"20230715","9호선","사평","2835","2565","20230718"
"20230715","안산선","산본","13268","14172","20230718"
"20230715","8호선","산성","3646","3672","20230718"
"20230715","6호선","삼각지","6053","5310","20230718"
"20230715","4호선","삼각지","5313","6699","20230718"
"20230715","경강선","삼동","1562","1505","20230718"
"20230715","2호선","삼성(무역센터)","37513","36618","20230718"
"20230715","9호선2~3단계","삼성중앙","3593","3710","20230718"
"20230715","일산선","삼송","14495","13983","20230718"
"20230715","우이신설선","삼양","1512","1552","20230718"
"20230715","우이신설선","삼양사거리","1988","1939","20230718"
"20230715","9호선2~3단계","삼전","5433","4939","20230718"
"20230715","분당선","상갈","3793","3718","20230718"
"20230715","4호선","상계","14291","12951","20230718"
"20230715","7호선","상도","8028","7424","20230718"
"20230715","안산선","상록수","12037","11991","20230718"
"20230715","7호선","상봉(시외버스터미널)","13559","13303","20230718"
"20230715","중앙선","상봉(시외버스터미널)","4807","4724","20230718"
"20230715","6호선","상수","9740","12394","20230718"
"20230715","2호선","상왕십리","10228","9629","20230718"
"20230715","6호선","상월곡(한국과학기술연구원)","4252","3692","20230718"
"20230715","5호선","상일동","9620","8916","20230718"
"20230715","경춘선","상천","230","239","20230718"
"20230715","6호선","새절(신사)","8685","8039","20230718"
"20230715","신림선","샛강","1134","1410","20230718"
"20230715","9호선","샛강","3126","3077","20230718"
"20230715","경의선","서강대","1766","1666","20230718"
"20230715","5호선","서대문","8370","8445","20230718"
"20230715","경부선","서동탄","1023","995","20230718"
"20230715","경원선","서빙고","1814","1654","20230718"
"20230715","신림선","서울대벤처타운","8039","6757","20230718"
"20230715","2호선","서울대입구(관악구청)","35984","34548","20230718"
"20230715","분당선","서울숲","9480","9748","20230718"
"20230715","경의선","서울역","1579","1606","20230718"
"20230715","경부선","서울역","7857","2719","20230718"
"20230715","4호선","서울역","7608","16441","20230718"
"20230715","공항철도 1호선","서울역","12059","11605","20230718"
"20230715","1호선","서울역","41204","40027","20230718"
"20230715","신림선","서울지방병무청","1806","1940","20230718"
"20230715","신림선","서원","2685","2224","20230718"
"20230715","경부선","서정리","7969","6391","20230718"
"20230715","2호선","서초","12305","10838","20230718"
"20230715","분당선","서현","19480","19990","20230718"
"20230715","6호선","석계","8683","8728","20230718"
"20230715","경원선","석계","6257","6716","20230718"
"20230715","경부선","석수","6094","5638","20230718"
"20230715","8호선","석촌","5918","7189","20230718"
"20230715","9호선2~3단계","석촌","7282","5922","20230718"
"20230715","9호선2~3단계","석촌고분","4877","4495","20230718"
"20230715","2호선","선릉","26492","23110","20230718"
"20230715","분당선","선릉","5632","8700","20230718"
"20230715","과천선","선바위","5369","4657","20230718"
"20230715","9호선","선유도","4083","3770","20230718"
"20230715","9호선2~3단계","선정릉","5006","5324","20230718"
"20230715","분당선","선정릉","3401","3345","20230718"
"20230715","경부선","성균관대","10717","10653","20230718"
"20230715","2호선","성수","25989","30043","20230718"
"20230715","4호선","성신여대입구(돈암)","17261","16503","20230718"
"20230715","우이신설선","성신여대입구(돈암)","2864","3406","20230718"
"20230715","경부선","성환","3167","2934","20230718"
"20230715","경부선","세류","2768","2750","20230718"
"20230715","경부선","세마","2401","2089","20230718"
"20230715","경강선","세종대왕릉","1218","1858","20230718"
"20230715","수인선","소래포구","3938","3909","20230718"
"20230715","경인선","소사","6582","6142","20230718"
"20230715","경원선","소요산","2698","2172","20230718"
"20230715","우이신설선","솔밭공원","1890","1739","20230718"
"20230715","우이신설선","솔샘","3991","3521","20230718"
"20230715","경인선","송내","17843","17597","20230718"
"20230715","수인선","송도","1898","1790","20230718"
"20230715","5호선","송정","4904","4728","20230718"
"20230715","경부선","송탄","4840","4332","20230718"
"20230715","8호선","송파","6656","6458","20230718"
"20230715","9호선2~3단계","송파나루","4340","4691","20230718"
"20230715","분당선","수내","8854","8312","20230718"
"20230715","7호선","수락산","9526","9381","20230718"
"20230715","안산선","수리산","2837","2267","20230718"
"20230715","경의선","수색","1531","1493","20230718"
"20230715","3호선","수서","14175","14495","20230718"
"20230715","분당선","수서","10909","11534","20230718"
"20230715","분당선","수원","7122","6194","20230718"
"20230715","경부선","수원","37849","40821","20230718"
"20230715","분당선","수원시청","11557","13403","20230718"
"20230715","4호선","수유(강북구청)","26872","26578","20230718"
"20230715","8호선","수진","4504","4069","20230718"
"20230715","4호선","숙대입구(갈월)","10629","10154","20230718"
"20230715","7호선","숭실대입구(살피재)","8810","8490","20230718"
"20230715","수인선","숭의","2902","2623","20230718"
"20230715","1호선","시청","16649","16137","20230718"
"20230715","2호선","시청","12886","10460","20230718"
"20230715","분당선","신갈","2899","2820","20230718"
"20230715","5호선","신금호","4287","4553","20230718"
"20230715","5호선","신길","3091","3009","20230718"
"20230715","경부선","신길","5780","4618","20230718"
"20230715","안산선","신길온천","1575","1502","20230718"
"20230715","경춘선","신내","1361","1265","20230718"
"20230715","6호선","신내","1","0","20230718"
"20230715","9호선","신논현","25737","26143","20230718"
"20230715","2호선","신답","993","1035","20230718"
"20230715","2호선","신당","11723","12599","20230718"
"20230715","6호선","신당","6554","6130","20230718"
"20230715","2호선","신대방","20088","18645","20230718"
"20230715","7호선","신대방삼거리","10768","9833","20230718"
"20230715","2호선","신도림","39805","39868","20230718"
"20230715","경부선","신도림","2383","3054","20230718"
"20230715","경강선","신둔도예촌","1235","1139","20230718"
"20230715","신림선","신림","1324","1892","20230718"
"20230715","2호선","신림","45656","43888","20230718"
"20230715","9호선","신목동","2576","2085","20230718"
"20230715","9호선","신반포","2990","3193","20230718"
"20230715","9호선","신방화","5043","4807","20230718"
"20230715","3호선","신사","22812","23774","20230718"
"20230715","1호선","신설동","9846","9120","20230718"
"20230715","우이신설선","신설동","1490","1460","20230718"
"20230715","2호선","신설동","3251","3049","20230718"
"20230715","4호선","신용산","13662","15080","20230718"
"20230715","중앙선","신원","169","175","20230718"
"20230715","경원선","신이문","6265","5700","20230718"
"20230715","5호선","신정(은행정)","9256","7801","20230718"
"20230715","2호선","신정네거리","7278","7147","20230718"
"20230715","장항선","신창(순천향대)","1082","1010","20230718"
"20230715","경의선","신촌","419","440","20230718"
"20230715","2호선","신촌","34741","36092","20230718"
"20230715","수인선","신포","1413","1514","20230718"
"20230715","7호선","신풍","8056","7533","20230718"
"20230715","8호선","신흥","4362","4544","20230718"
"20230715","4호선","쌍문","21639","19236","20230718"
"20230715","장항선","쌍용(나사렛대)","1618","1495","20230718"
"20230715","장항선","아산","4269","3877","20230718"
"20230715","중앙선","아신","497","529","20230718"
"20230715","5호선","아차산(어린이대공원후문)","10975","10517","20230718"
"20230715","2호선","아현","8321","7470","20230718"
"20230715","3호선","안국","20541","20825","20230718"
"20230715","안산선","안산","10130","11029","20230718"
"20230715","6호선","안암(고대병원앞)","6797","6496","20230718"
"20230715","경부선","안양","17916","17938","20230718"
"20230715","8호선","암사","12717","11337","20230718"
"20230715","3호선","압구정","25933","27613","20230718"
"20230715","분당선","압구정로데오","18442","21842","20230718"
"20230715","5호선","애오개","3935","3837","20230718"
"20230715","경의선","야당","7022","7254","20230718"
"20230715","수인선","야목","314","249","20230718"
"20230715","분당선","야탑","17480","18285","20230718"
"20230715","6호선","약수","2868","2921","20230718"
"20230715","3호선","약수","9758","9420","20230718"
"20230715","중앙선","양수","2051","2174","20230718"
"20230715","중앙선","양원","2106","1952","20230718"
"20230715","3호선","양재(서초구청)","19202","21746","20230718"
"20230715","중앙선","양정","493","426","20230718"
"20230715","경원선","양주","5852","5759","20230718"
"20230715","2호선","양천구청","4618","4507","20230718"
"20230715","9호선","양천향교","6163","5863","20230718"
"20230715","중앙선","양평","2899","2909","20230718"
"20230715","5호선","양평","3882","3551","20230718"
"20230715","7호선","어린이대공원(세종대)","9652","9164","20230718"
"20230715","수인선","어천","1099","936","20230718"
"20230715","9호선2~3단계","언주","6572","6549","20230718"
"20230715","5호선","여의나루","7116","9166","20230718"
"20230715","5호선","여의도","13810","14471","20230718"
"20230715","9호선","여의도","14990","13876","20230718"
"20230715","경강선","여주","1394","1047","20230718"
"20230715","경인선","역곡","19261","18808","20230718"
"20230715","2호선","역삼","18409","20000","20230718"
"20230715","6호선","역촌","3013","3488","20230718"
"20230715","수인선","연수","4328","4368","20230718"
"20230715","3호선","연신내","27447","26449","20230718"
"20230715","9호선","염창","12308","11286","20230718"
"20230715","경부선","영등포","40644","43577","20230718"
"20230715","5호선","영등포구청","2242","2165","20230718"
"20230715","2호선","영등포구청","13304","13721","20230718"
"20230715","5호선","영등포시장","8630","8950","20230718"
"20230715","공항철도 1호선","영종","3586","3568","20230718"
"20230715","분당선","영통","7321","7036","20230718"
"20230715","5호선","오금","2241","2024","20230718"
"20230715","3호선","오금","3947","3650","20230718"
"20230715","경인선","오류동","8931","8102","20230718"
"20230715","분당선","오리","7643","6507","20230718"
"20230715","5호선","오목교(목동운동장앞)","16875","17309","20230718"
"20230715","수인선","오목천","2911","2343","20230718"
"20230715","중앙선","오빈","270","318","20230718"
"20230715","경부선","오산","9487","8898","20230718"
"20230715","경부선","오산대","2841","2569","20230718"
"20230715","안산선","오이도","6703","6954","20230718"
"20230715","3호선","옥수","6632","6644","20230718"
"20230715","경원선","옥수","42","43","20230718"
"20230715","경인선","온수(성공회대입구)","4636","4211","20230718"
"20230715","7호선","온수(성공회대입구)","5610","5425","20230718"
"20230715","장항선","온양온천","3751","3609","20230718"
"20230715","9호선2~3단계","올림픽공원(한국체대)","6280","5907","20230718"
"20230715","5호선","올림픽공원(한국체대)","3126","2724","20230718"
"20230715","2호선","왕십리(성동구청)","12572","11786","20230718"
"20230715","5호선","왕십리(성동구청)","3463","4606","20230718"
"20230715","경원선","왕십리(성동구청)","14831","15280","20230718"
"20230715","경원선","외대앞","6716","6334","20230718"
"20230715","2호선","용답","2093","1989","20230718"
"20230715","2호선","용두(동대문구청)","1765","1684","20230718"
"20230715","7호선","용마산(용마폭포공원)","4197","3839","20230718"
"20230715","중앙선","용문","2494","2918","20230718"
"20230715","경부선","용산","38539","41939","20230718"
"20230715","5호선","우장산","10450","9895","20230718"
"20230715","중앙선","운길산","716","751","20230718"
"20230715","공항철도 1호선","운서","8404","8607","20230718"
"20230715","경의선","운정","5020","4533","20230718"
"20230715","경의선","운천","8","6","20230718"
"20230715","일산선","원당","7992","7544","20230718"
"20230715","중앙선","원덕","376","362","20230718"
"20230715","수인선","원인재","3540","3721","20230718"
"20230715","서해선","원종","3720","3716","20230718"
"20230715","일산선","원흥","7747","7327","20230718"
"20230715","경원선","월계","4573","4200","20230718"
"20230715","6호선","월곡(동덕여대)","7356","7106","20230718"
"20230715","수인선","월곶","2163","2051","20230718"
"20230715","6호선","월드컵경기장(성산)","4383","4546","20230718"
"20230715","경의선","월롱","1265","1229","20230718"
"20230715","2호선","을지로3가","14025","13285","20230718"
"20230715","3호선","을지로3가","6395","6665","20230718"
"20230715","5호선","을지로4가","3578","4207","20230718"
"20230715","2호선","을지로4가","9172","9548","20230718"
"20230715","2호선","을지로입구","31400","31046","20230718"
"20230715","경원선","응봉","1354","1169","20230718"
"20230715","6호선","응암","12707","12574","20230718"
"20230715","경부선","의왕","5664","5489","20230718"
"20230715","경원선","의정부","17587","19032","20230718"
"20230715","2호선","이대","12661","13184","20230718"
"20230715","분당선","이매","4450","4237","20230718"
"20230715","경강선","이매","832","699","20230718"
"20230715","7호선","이수","12590","12037","20230718"
"20230715","경강선","이천","2614","2825","20230718"
"20230715","4호선","이촌(국립중앙박물관)","9950","10642","20230718"
"20230715","경원선","이촌(국립중앙박물관)","3252","2335","20230718"
"20230715","6호선","이태원","12635","15925","20230718"
"20230715","과천선","인덕원","16485","16127","20230718"
"20230715","경인선","인천","3388","2767","20230718"
"20230715","수인선","인천","896","1584","20230718"
"20230715","공항철도 1호선","인천공항1터미널","14493","12646","20230718"
"20230715","공항철도 1호선","인천공항2터미널","6369","5279","20230718"
"20230715","수인선","인천논현","4481","4688","20230718"
"20230715","수인선","인하대","4694","4344","20230718"
"20230715","경의선","일산","6725","6242","20230718"
"20230715","3호선","일원","5949","5680","20230718"
"20230715","경의선","임진강","40","30","20230718"
"20230715","2호선","잠실(송파구청)","67953","66194","20230718"
"20230715","8호선","잠실(송파구청)","14839","17601","20230718"
"20230715","2호선","잠실나루","8098","7848","20230718"
"20230715","2호선","잠실새내","19771","20166","20230718"
"20230715","3호선","잠원","3576","3416","20230718"
"20230715","7호선","장승배기","6450","6118","20230718"
"20230715","7호선","장암","1683","1179","20230718"
"20230715","8호선","장지","12458","11208","20230718"
"20230715","5호선","장한평","12060","11734","20230718"
"20230715","우이신설선","정릉","3714","2993","20230718"
"20230715","일산선","정발산","6372","6804","20230718"
"20230715","과천선","정부과천청사","6218","6031","20230718"
"20230715","안산선","정왕","7110","7161","20230718"
"20230715","분당선","정자","11348","11739","20230718"
"20230715","1호선","제기동","14420","14470","20230718"
"20230715","경인선","제물포","7223","6720","20230718"
"20230715","1호선","종각","23521","21985","20230718"
"20230715","1호선","종로3가","25432","22520","20230718"
"20230715","5호선","종로3가","13659","14348","20230718"
"20230715","3호선","종로3가","7086","9766","20230718"
"20230715","1호선","종로5가","23028","22671","20230718"
"20230715","2호선","종합운동장","4913","5427","20230718"
"20230715","9호선2~3단계","종합운동장","3353","3318","20230718"
"20230715","경인선","주안","15880","13884","20230718"
"20230715","일산선","주엽","7221","7128","20230718"
"20230715","분당선","죽전","9372","10735","20230718"
"20230715","7호선","중계","9563","8279","20230718"
"20230715","7호선","중곡","6935","6405","20230718"
"20230715","경인선","중동","6749","6183","20230718"
"20230715","중앙선","중랑","4598","4310","20230718"
"20230715","안산선","중앙","15818","16781","20230718"
"20230715","9호선2~3단계","중앙보훈병원","5739","5264","20230718"
"20230715","7호선","중화","7591","7096","20230718"
"20230715","9호선","증미","3601","3257","20230718"
"20230715","6호선","증산(명지대앞)","7304","7117","20230718"
"20230715","3호선","지축","4560","4264","20230718"
"20230715","중앙선","지평","60","72","20230718"
"20230715","경원선","지행","6066","5750","20230718"
"20230715","경부선","직산","750","672","20230718"
"20230715","경부선","진위","1091","937","20230718"
"20230715","4호선","창동","20182","21053","20230718"
"20230715","경원선","창동","2","0","20230718"
"20230715","6호선","창신","2201","1802","20230718"
"20230715","경춘선","천마산","1149","1152","20230718"
"20230715","경부선","천안","6875","6714","20230718"
"20230715","7호선","천왕","7211","6784","20230718"
"20230715","8호선","천호(풍납토성)","12108","14384","20230718"
"20230715","5호선","천호(풍납토성)","17617","16596","20230718"
"20230715","7호선","철산","15562","15526","20230718"
"20230715","5호선","청구","2465","2454","20230718"
"20230715","6호선","청구","2556","2360","20230718"
"20230715","7호선","청담","10407","10982","20230718"
"20230715","공항철도 1호선","청라국제도시","4578","4506","20230718"
"20230715","경원선","청량리(서울시립대입구)","14738","15842","20230718"
"20230715","1호선","청량리(서울시립대입구)","17232","17485","20230718"
"20230715","분당선","청명","2852","2788","20230718"
"20230715","경춘선","청평","1792","2212","20230718"
